id,title,circrna_id,circ_rna_name,circrna_synonyms,disease_details,method,species,expression_pattern,description
6645,Hsa_circ_0007401 regulates gemcitabine resistance of pancreatic cancer through the hsa-miR-6509-3p/fli1 axis.,hsa_circ_0007401,hsa_circ_NUP98,circ_0007401,pancreatic cancer,"RT-qPCR, microarray",human,down-regulated,This led us to identif ceRNA network mediated by hsa-miR-6509-and FLI1 that is regulated by hsa_circ_0007401.
6646,Cigarette Smoke-Induced Gastric Cancer Cell Exosomes Affected the Fate of Surrounding Normal Cells via the Circ0000670/Wnt/beta-Catenin Axis.,hsa_circ_0000670,hsa_circ_C16orf72,circ0000670,gastric cancer,RT-qPCR,human,up-regulated,"Our findings indicated that exosomal circ0000670 promotes cigarette smoke-induced gastric cancer development, which might provide a new basis for the treatment of cigarette smoke-related gastric cancer."
6647,Over-expression of hsa_circ_0088214 suppresses tumor progression by inhibiting Akt signaling pathway in osteosarcoma.,hsa_circ_0088214,hsa_circ_PAPPA,circ_0088214,osteosarcoma,RT-qPCR,human,down-regulated,"Up-regulation of hsa_circ_0088214 suppresses invasion, migration, cisplatin resistance but promoting apoptosis induced by H2O2 by inhibiting Akt signaling pathway in osteosarcoma."
6648,Aberrantly Expressed Hsa_circ_0060762 and CSE1L as Potential Peripheral Blood Biomarkers for ALS.,hsa_circ_0060762,hsa_circ_CSE1L,circ_0060762,Amyotrophic lateral sclerosis,"RT-qPCR, microarray",human,up-regulated,Hsa_circ_0060762 and CSE1L thus represent novel potential peripheral blood biomarkers and therapeutic targets for ALS.
6649,"Smoking-Induced M2-TAMs, via circEML4 in EVs, Promote the Progression of NSCLC through ALKBH5-Regulated m6A Modification of SOCS2 in NSCLC Cells.",-,hsa_circ_EML4,circEML4,non-small cell lung cancer,RT-qPCR,human,up-regulated,"This study also reveals that circEML4 in EVs from TAMs acts as a diagnostic biomarker for NSCLC, especially for patients with smoking history."
6650,CircBBS9 accelerates the malignant progression of osteosarcoma through sponging miR-485-3p/HMGB1 axis.,-,hsa_circ_BBS9,circBBS9,osteosarcoma,RT-qPCR,human,up-regulated,The findings explained that CircBBS9 promoted the malignant osteosarcomas progression by sponging miR-485-3p/HMGB1 and proposed CircBBS9 as a prognostic biomarker and therapeutic candidate for osteosarcoma patients.
6651,Circular RNA circ0001955 promotes cervical cancer tumorigenesis and metastasis via the miR-188-3p/NCAPG2 axis.,hsa_circ_0001955,hsa_circ_CSNK1G1,circ0001955,cervical cancer,RT-qPCR,human,up-regulated,circ0001955 promotes CSCC tumorigenesis and metastasis via the miR-188-3p/NCAPG2 axis which would provide an opportunity to search new therapeutic targets for CSCC.
6652,Isoliquiritigenin inhibits circ0030018 to suppress glioma tumorigenesis via the miR-1236/HER2 signaling pathway.,hsa_circ_0030018,hsa_circ_POSTN,circ0030018,glioma,RT-qPCR,human,up-regulated,"In conclusion, our study investigated the roles and mechanisms of the ISL on the circ0030018/miR-1236/HER2 pathway in glioma tumorigenesis and progression."
6653,The circRNA-0001361/miR-491/FGFR4 axis is associated with axillary response evaluated by ultrasound following NAC in subjects with breast cancer.,hsa_circ_0001361,hsa_circ_FNDC3B,circRNA-0001361,breast cancer,RT-qPCR,human,up-regulated,"Our study suggested that the up-regulation of hsa_circRNA-0001361 could up-regulate the expression of FGFR4 via sponging the expression of miR-491-5p, resulting in the alleviated axillary response after neoadjuvant chemotherapy (NAC) in breast cancer."
6654,The Circular RNA circFOXK2 Enhances the Tumorigenesis of Non-Small Cell Lung Cancer Through the miR-149-3p/IL-6 Axis.,-,hsa_circ_FOXK2,circFOXK2,non-small cell lung cancer,"RT-qPCR, microarray",human,up-regulated,"Overall, this research verified that circFOXK2 enhances the tumorigenesis of NSCLC through the miR-149-3p/IL-6 axis."
6655,circSKA3 promotes colorectal cancer metastases through miR-1238 and methylation.,-,hsa_circ_SKA3,circSKA3,colorectal cancer,RT-qPCR,human,up-regulated,"circSKA3 could increase the expression ofYTHDF2 through sponging miR-1238 to decrease the methylation of STAT5A, which could provide a novel target for CRC treatment."
6656,A novel protein encoded by circUBE4B promotes progression of esophageal squamous cell carcinoma by augmenting MAPK/ERK signaling.,hsa_circ_0005199,hsa_circ_UBE4B,circUBE4B,esophageal squamous cell carcinoma,"RT-qPCR, microarray",human,up-regulated,Our study provides new insights into the mechanism of circRNA in the development of ESCC and circUBE4B-173aa has the potential to serve as a biomarker and a novel therapeutic target for ESCC therapy.
6657,CREBZF mRNA nanoparticles suppress breast cancer progression through a positive feedback loop boosted by circPAPD4.,hsa_circ_0001504,hsa_circ_PAPD4,circPAPD4,breast cancer,RT-qPCR,human,down-regulated,"Our findings firstly illustrated that circPAPD4/miR-1269a/CREBZF/STAT3/ADAR1 positive feedback loop mediated BC progression, and delivering CREBZF mRNA nanoparticles suppressed BC progression in vitro and in vivo, which might provide novel insights into therapeutic strategies for breast cancer."
6658,GC_MSC_derived circ_0024107 promotes gastric cancer cell lymphatic metastasis via fatty acid oxidation metabolic reprogramming mediated by the miR_5572/6855_5p/CPT1A axis.,hsa_circ_0024107,hsa_circ_MMP1,circ_0024107,gastric cancer,"RT-qPCR, microarray",human,up-regulated,"Taken together, the findings of the present study suggest the crucial role of FAO metabolic reprogramming mediated by GC_MSC_derived circ_0024107 in synergistically promoting gastric cancer lymphatic metastasis via miR_5572/6855_5p_CPT1A signaling."
6659,Paclitaxel inhibits hepatocellular carcinoma tumorigenesis by regulating the circ_0005785/miR-640/GSK3beta.,hsa_circ_0005785,hsa_circ_ANAPC7,circ_0005785,hepatocellular carcinoma,RT-qPCR,human,up-regulated,"PTX restrained HCC tumorigenesis partly via regulating the circ_0005785/miR-640/GSK3beta axis, hinting at a promising therapeutic target for the HCC treatment."
6660,CircHIPK3 negatively regulates autophagy by blocking VCP binding to the Beclin 1 complex in bladder cancer.,hsa_circ_0000284,hsa_circ_HIPK3,circHIPK3,bladder cancer,RT-qPCR,human,down-regulated,"Thus, circHIPK3 may play an important role in bladder cancer by inhibiting VCP-mediated autophagy."
6661,CircPLXNB2 regulates acute myeloid leukemia progression through miR-654-3p/CCND1 axis.,hsa_circ_0001257,hsa_circ_PLXNB2,circPLXNB2,acute myeloid leukemia,RT-qPCR,human,up-regulated,"In conclusion, circPLXNB2 was highly expressed in AML patients and cells and modulated tumor progression by regulating the circPLXNB2/miR-654-3p/CCND1 axis, suggested that circPLXNB2 might be a new therapeutic target for AML treatment."
6662,Circ-MALAT1 accelerates cell proliferation and epithelial mesenchymal transformation of colorectal cancer through regulating miR-506-3p/KAT6B axis.,-,hsa_circ_MALAT1,circ-MALAT1,colorectal cancer,RT-qPCR,human,up-regulated,"Circ-MALAT1 promotes cell proliferation, migration, and EMT of CRC cells via the miR-506-3p/KAT6B axis, thereby acting as a novel potential therapeutic target for the treatment of colorectal cancer."
6663,Circ_0003356 suppresses gastric cancer growth through targeting the miR-668-3p/SOCS3 axis.,hsa_circ_0003356,hsa_circ_PPP5C,circ_0003356,gastric cancer,RT-qPCR,human,down-regulated,Circ_0003356 impaired GC development through its interaction with the miR-668-3p/SOCS3 axis.
6664,Hsa_Circ_0104206 is An Oncogenic circRNA in Colon Cancer by Targeting Mir-188-3p/CCNA2 Axis.,hsa_circ_0104206,hsa_circ_CSNK1G1,Circ_0104206,colon cancer,RT-qPCR,human,up-regulated,"In conclusion, Circ_0104206 plays oncogenic roles in CC via the implication of miR-188-3p/CCNA2 network, which further discloses CC pathogenesis and supplies potential markers for CC."
6665,Circ_0010235 confers cisplatin resistance in lung cancer by upregulating E2F7 through absorbing miR-379-5p.,hsa_circ_0010235,hsa_circ_ALDH4A1,circ_0010235,lung cancer,RT-qPCR,human,up-regulated,"Circ_0010235 knockdown reduced DDP resistance and tumor growth via miR-379-5p/ E2F7 axis in lung cancer, suggesting an effective therapeutic target for lung cancer patients."
6666,Circular RNA hsa_circ_0064559 affects tumor cell growth and progression of colorectal cancer.,hsa_circ_0064559,hsa_circ_KCNH8,-,colorectal cancer,"RT-qPCR, microarray",human,up-regulated,The hsa_circ_0064559 may be a potential biomarker for early diagnosis or prognosis of CRC and a novel drug target for CRC therapy.
6667,EIF4A3-induced Circ_0001187 facilitates AML suppression through promoting ubiquitin-proteasomal degradation of METTL3 and decreasing m6A modification level mediated by miR-499a-5p/RNF113A pathway.,hsa_circ_0001187,hsa_circ_DOPEY2,circ_0001187,acute myeloid leukemia,RT-qPCR,human,down-regulated,"Collectively, our findings highlight the potential clinical implications of Circ _0001187 as a key tumor suppressor in AML via the miR-499a-5p/RNF113A/METTL3 pathway."
6668,"Circ_0059457 Promotes Proliferation, Metastasis, Sphere Formation and Glycolysis in Breast Cancer Cells by Sponging miR-140-3p to Regulate UBE2C.",hsa_circ_0059457,hsa_circ_TASP1,circ_0059457,breast cancer,RT-qPCR,human,up-regulated,"Circ_0059457 promoted BC progression via miR-140-3p/UBE2C axis, which provided potential target for the treatment of BC."
6669,Circ_ATAD3B inhibits cell proliferation of breast cancer via mediating the miR-570-3p/MX2 axis.,-,hsa_circ_ATAD3B,Circ_ATAD3B,breast cancer,"RT-qPCR, microarray",human,down-regulated,The tumor suppressor circ_ATAD3B prevents cancer progression by regulating the miR-570-3p/MX2 pathway.
6670,Circular RNA hsa_circ_0098181 inhibits metastasis in hepatocellular carcinoma by activating the Hippo signaling pathway via interaction with eEF2.,hsa_circ_0098181,hsa_circ_SOX5,-,hepatocellular carcinoma,"RT-qPCR, microarray",human,up-regulated,"Our study reveals changes in circRNA expression from chronic hepatitis, primary HCC, to metastatic HCC. Further, the QKI5-hsa_circ_0098181-eEF2-Hippo signaling pathway exerts a regulatory role in HCC."
6671,CircEGFR reduces the sensitivity of pirarubicin and regulates the malignant progression of triple-negative breast cancer via the miR-1299/EGFR axis.,hsa_circ_0080220,hsa_circ_EGFR,circEGFR,breast cancer,RT-qPCR,human,up-regulated,"These results revealed circEGFR is a promising biomarker for TNBC diagnosis, therapeutic and prognosis."
6672,CircFAT1 promotes the proliferation and invasion of malignant melanoma through miR375-SLC7A11 signal axis.,-,hsa_circ_FAT1,circFAT1,melanoma,RT-qPCR,human,up-regulated,"circFAT1 promotes the proliferation, invasion and clone formation of malignant melanoma cells by improving the expression level of SLC7A11 via sponging miR-375."
6673,Has_circ_0000069 expression in breast cancer and its influences on prognosis and cellular activities.,hsa_circ_0000069,hsa_circ_STIL,circ_0000069,breast cancer,RT-qPCR,human,up-regulated,These findings revealed that has_circ_0000069 may be a biomarker for predicting prognosis and a therapeutic target for treating patients with breast cancer.
6674,CircMAN1A2 promotes vasculogenic mimicry of nasopharyngeal carcinoma cells through upregulating ERBB2 via sponging miR-940.,hsa_circ_0000119,hsa_circ_MAN1A2,circMAN1A2,nasopharyngeal carcinoma,RT-qPCR,human,up-regulated,"Taken together, the present findings suggest that circMAN1A2 promotes VM formation and progression of NPC through miR-940/ERBB2 axis and further activates the PI3K/AKT/mTOR pathway."
6675,Extracellular Vesicles Derived circSH3PXD2A Inhibits Chemoresistance of Small Cell Lung Cancer by miR-375-3p/YAP1.,-,hsa_circ_SH3PXD2A,circSH3PXD2A,small cell lung cancer,RT-qPCR,human,down-regulated,Our results manifest that EVs-derived circSH3PXD2A inhibits the chemoresistance of SCLC through miR-375-3p/YAP1 axis.
6676,Circular SERPINA3 and its target microRNA-944 as potential biomarkers in hepatitis C virus-induced hepatocellular carcinoma in Egyptian population.,hsa_circ_0033074,hsa_circ_SERPINA3,circSERPINA3,hepatocellular carcinoma,RT-qPCR,human,up-regulated,circSERPINA3 and miR-944 were sensitive molecular markers for early diagnosis of HCC and could be prospective treatment targets for HCV-infected patients to avoid tumor recurrence in HCC cases.
6677,Hsa_circ_0023826 protects against glaucoma by regulating miR-188-3p/MDM4 axis.,hsa_circ_0023826,hsa_circ_ODZ4,circ_0023826,glaucoma,RT-qPCR,human,down-regulated,"Overall, circ_0023826 protects against glaucoma by regulating the miR-188-3p/MDM4 axis, and targeted intervention of circ_0023826 expression is a promising therapeutic strategy for the treatment of retinal neurodegeneration."
6678,Peripheral Blood-derived CircVPS35L as a Potential Diagnostic Biomarker for Non-small Cell Lung Cancer.,-,hsa_circ_VPS35L,circVPS35L,non-small cell lung cancer,RT-qPCR,human,down-regulated,"These findings demonstrate that circVPS35L has great potential as a novel biomarker for the diagnosis of NSCLC, and can be used to distinguish NSCLC from benign lung disease."
6679,Effect of circ_0000009 on lung adenocarcinoma progression by regulating PDZD2 in a ceRNA- and RBP- dependent manner.,hsa_circ_0000009,hsa_circ_SKI,circ_0000009,lung adenocarcinoma,RT-qPCR,human,down-regulated,"Mechanistically, circ_0000009 promoted the expression of PDZD2 by sponging miR-154-3p."
6680,Circ_0091579 Knockdown Inhibited HCC Proliferation and Glutamine Metabolism Through miR-1270/YAP1 Axis.,hsa_circ_0091579,hsa_circ_GPC3,circ_0091579,hepatocellular carcinoma,RT-qPCR,human,up-regulated,"Circ_0091579 promoted HCC progression by regulating the miR-1270/YAP1 axis, and our study might offer novel biomarkers and therapeutic targets for HCC."
6681,Interaction between the expression of hsa_circRPRD1A and hsa_circHERPUD2 and classical coronary risk factors promotes the development of coronary artery disease.,-,hsa_circ_RPRD1A,circRPRD1A,coronary artery disease,"RT-qPCR, RNA-seq",human,down-regulated,Our findings imply that hsa_circRPRD1A and hsa_circHERPUD2 could be used as biomarkers for the diagnosis of coronary artery disease and provide epidemiological support for the interactions between circRNAs and classical coronary risk factors.
6682,Interaction between the expression of hsa_circRPRD1A and hsa_circHERPUD2 and classical coronary risk factors promotes the development of coronary artery disease.,-,hsa_circ_HERPUD2,hsa_circHERPUD2,coronary artery disease,"RT-qPCR, RNA-seq",human,down-regulated,Our findings imply that hsa_circRPRD1A and hsa_circHERPUD2 could be used as biomarkers for the diagnosis of coronary artery disease and provide epidemiological support for the interactions between circRNAs and classical coronary risk factors.
6683,Hsa_circ_0014784-induced YAP1 promoted the progression of pancreatic cancer by sponging miR-214-3p.,hsa_circ_0014784,hsa_circ_HDGF,circ_0014784,pancreatic cancer,RT-qPCR,human,up-regulated,"Taken together, our study found that hsa_circ_0014784 downregulation decremented invasion, proliferation, EMT, and angiogenesis of PC by regulating miR-214-3p/YAP1 signaling."
6684,Hsa_circ_0001741 Suppresses Ovarian Cancer Cell Proliferations Through Adsorption of miR-188-5p and Promotion of FOXN2 Expression.,hsa_circ_0001741,hsa_circ_TNPO3,circ_0001741,ovarian cancer,RT-qPCR,human,down-regulated,Therefore our data suggested that hsa_circ_0001741 upregulation inhibited proliferation of OC through modulatory effects on miR-188-5p/FOXN2 signaling.
6685,Exosomal circ_0008285 in follicle fluid regulates the lipid metabolism through the miR-4644/ LDLR axis in polycystic ovary syndrome.,hsa_circ_0008285,hsa_circ_CDYL,circ_0008285,polycystic ovary syndrome,RT-qPCR,human,down-regulated,Circ_0008285 can combine with miR-4644 to promote the expression of LDLR and affect the cholesterol metabolism of ovarian granulosa cells in PCOS.
